product_price,Rate,Review,Summary,Sentiment
449,4,worth the money,superb productoverall cost is 500 but when i took it is 379 thank you for wonderful kit to gift my sonwatch video of this product in yashwin creations channel,positive
240,5,fabulous!,super quality aroma diffuser kapoor dani it has very safe design from electric it also works as lamp at night and long lasting durability so i like this,positive
2190,5,must buy!,bt fast connecting coloured light gives owsome looksbest sound quality if need extra bass upgrade your speaker thanks flipkart for best player in cheap price,positive
2690,5,just wow!,best budget car audio system with bluetooth fm sd card usb aux etcit fits perfectly for my hyundai getz and also effect is good i will recommed this for sure,positive
945,3,decent product,it has one rechargeable battery while rock crawlers that are more than rs 1200 will have set of 4 batteries anyway its good as it is cheaper than 4 battery one,positive
980,1,utterly disappointed,matera is not good in battery slot there are 3 no of slot but only single cell is mounted which is not sufficient for this product it has very low signal range,negative
1599,5,highly recommended,fine quality working really wellfinishing is too good delivery is superb like always i gifted this skating to my niece she is happy and enjoying its ride,positive
145,5,just wow!,in sanskrit adi from the earliest timesanth end antim endingadiyogi an ancient yogibest idol for at my house i like this much perfect shape cresent set on top,positive
127,2,slightly disappointed,product is ok not superb price is too much according to quality and design deserve max 100 rs only biggest problem this is not flexible means not adjustable,negative
361,4,good quality product,its nice perfume for me and i hope everyone like this this is contain pocket packaging easy to carry looking nice smell is good this is my first good purchase,positive
2799,3,decent product,nice oneand delivery also good but its over heating but its very easy to clean with this portable ole n nice to use it am using this for my car cleaning,positive
585,5,perfect product!,its stunning redother various colors moon in ur room lits up must buy n recommend it everyone amazing decor to the house or room various colors on a touch,positive
742,5,worth every penny,best book for class 10th you will not be able to solve these books easily truly based on sample paper just loved it thanks flipkart and educart for this,positive
199,5,must buy!,both tweeters working perfectly attached it to 21 speakers the supplied plastic holders are not fitting properly attached it by using supplied adhesive strip,positive
7599,5,must buy!,loved it prompt service by faber installation was on time chimney is very good stylish look and powerful speed overall best deal happy to buy from flipkart,positive
435,5,mind-blowing purchase,superb product and good sound brass and tq filpkart and courier person slowly spoken and fast deliverd and full satisfy and must recomended very nice product,positive
1095,4,value-for-money,the quality and build is nice at the price point i received this product before 3 days of given delivery date thanks for the nice product and advance delivery,positive
1095,4,value-for-money,the quality and build is nice at the price point i received this product before 3 days of given delivery date thanks for the nice product and advance delivery,positive
278,5,great product,i bought this reading the other reviews trust people who left such good reviews have got it right probably the best in the market at present sturdy and firm,positive
256,3,not specified,watch is very nice and you can purchase it but the gift which is look like as a smart watch is not a smart watch it is only a watch which tell only time,positive
197,1,absolute rubbish!,ordered green colour bag but received red colour bag please accept the return and send the correct green colour fashion deck h nonelectric 2 l hot water bag,positive
799,2,not good,leather is genuine sole cracks within a month need some improvement in this very disappointed with product not recommended for acidic working conditions,negative
5790,5,fabulous!,nice study table worth fr the moneymy son liked it very muchlooking good occupying less space fast delivery happy with the installationthanks to flipkart,positive
5890,5,highly recommended,a sturdy product exactly as shown in the picture delivered on 24th installation done on 27th the guy came to install took merely 45 minutes to install this,positive
6690,1,don't waste your money,installation not done even after 1 week following up with customer care but no solution provided dont know when it will be done pathetic service from flipkart,negative
1599,4,really nice,nice product for batchelor like me its perfect and i want to move from one place to another we can keep it in a car with less spacerefixablemust buy products,positive
15490,5,must buy!,100 genuine quality product awesome one by flipkart thanks to flipkart and seller awesome packing and very amazing service thanks a lot value for money,positive
1599,2,not good,waste product dont buyit is spoiling food at bottom of the vessel water rice ratio is full different really so bad waste of money but looking good but no use,negative
405,5,mind-blowing purchase,awesome product it is shockproof as described does not burn the plastic bucket takes about 20mins to bring the water to boiling temperature thank you flipkart,positive
296,5,highly recommended,first of thank you so much all team of members study iq this is very helpfull understanding for basic concepts and books page also smooth and perfect thank you,positive
2969,2,slightly disappointed,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
2969,2,slightly disappointed,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
2970,2,slightly disappointed,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
2969,2,slightly disappointed,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative
200,4,really nice,its very good than expected i like it it reduces noise 7080 if you plug it according to the direction given in this picture i am satisfied with this product,positive
203,1,not recommended at all,the noise cancellation was not at all optimum my earphones are more capable for reducing noise than these ear plugs i wasted my 202 rupees on such things,negative
8797,5,brilliant,silent hardworking effective well engineered product which delivers as per requirement am yet to assess after sales service which hopefully i wont need,positive
11999,4,good choice,installation went lateflipkart customer care responded fast now everything after installation working good will again share the review after daily usage,positive
2199,5,terrific,best compatible with google devices and thanks to the pd charger i can charge my dell laptop from 0 to 100 in just 2 hoursi am using an adapter for my pixel 6a,positive
2651,5,simply awesome,plug connect play works swiftly on good wifi connection can cast amazon prime netflix hotstar youtube etc easily delivery was done within time too good to go,positive
6999,5,terrific,the futuristic gadget with awesome features the display quality is too good and sound is also crispy hopefully going to get google mini rs1 as a part of deal,positive
3499,5,simply awesome,this is an awesome product and very amazing im just enjoying itgo for it if you want i got this product delivered in one day onlyawesome services by flipkart,positive
3499,5,simply awesome,this is an awesome product and very amazing im just enjoying itgo for it if you want i got this product delivered in one day onlyawesome services by flipkart,positive
152,5,best in the market!,its really workingall seed were actually comes outshould try and have a plenty of varieties in your own collection of flowerslove to see its natural growing,positive
130,5,awesome,dry yeast is really very pure and gets activated soon in warm water it s really helpful in baking and makes bread soft and smooth it is very useful for me,positive
113,5,worth every penny,no doubt abt this product using over a decadeits the best hair oilgot the delvry nxt day apart frm this got a 100 ml bottle of hair oil free alongwth it,positive
2590,4,nice product,awesome products juicer is very very good compare to another brand heavy material body great thanks for product fast delivery experience good after use,positive
5999,5,perfect product!,the cycle is very but it best to take yellow colour the tires are nice there is no horn better to buy this shivexim led light horn led spot light black,positive
231,5,highly recommended,great quality product by hersheys packaging and box of the product is really nice flipkart again does a great job packaging delivery everything was on point,positive
3699,3,good,i am giving this product three star because all over it is a good product but in the kit when ever i ordered it something of the kit would be of bad quality,negative
38990,1,worthless,dont buy this product it is waste of money second day of purchase occure booting issue even hp not supporting for the issue not any support from flipkart,negative
809,5,awesome,it was goood but i ordered wrong model no cartridge before buying it plz make sure youll check model no on your old cartridge and match here also thanks,neutral
852,4,nice product,its a good product however a little bit more no of prints per cartridge would be good to see right now i am able to print around 450 pages with one cartridge,positive
1599,5,brilliant,pretty good keyboard 20 lighting modes capable of increasing and decreasing the speeds as well as brightnessthough i didnt like the font used for lettering,positive
59990,4,pretty good,this is the best laptop with this price segment design 5 performance 5battery 3delivery is just amazing i got this in just 2 days 5 5 just love it hp pavilion,positive
16499,4,really nice,the product is to good bicycling experience is awesomegear shifter shimano nice qualitybrakes are also goodbur there is a problem handle cavity is fluctuating,positive
12990,5,super!,good washing machine at this price segment user friendly operation however water inlet pipe comes with machine is too short 1meter all over good machine,positive
739,5,mind-blowing purchase,i will clear your doubtsgo for itbest suitable for 6 months to 2 years kidsvery premium qualitydont go for any negative commentsreviewslooks exactly as image,negative
267,5,terrific purchase,it has got amazing build quality and works perfectly for our needgood part is we get a tester and extra pointed bit toogets heated very fast and efficiently,positive
285,4,really nice,its excellent and i really like it your service is also highly appreciated i feel i should give a thankful to your excellent and timely service thank u so much,positive
13999,5,terrific purchase,quick delivery and on time installation ordered on saturday received on monday installed on tuesday good and trendy chimney review after using it for 10 days,positive
14299,1,terrible product,very good delivery but worst installation mannarno pipe in packing box 1 length from chemney to out going walli purched the pipe no body can help me to fit it,negative
8890,5,awesome,perfect for large screen size tv the material is strong and the product is more heavy than i expected highly recommended this is a 65inch tv standing on it,positive
299,4,good choice,nice product but should have been thick then would have been more better during day time doesnt prevent heat but yes still good product for better design,positive
399,4,good choice,nice product but should have been thick then would have been more better during day time doesnt prevent heat but yes still good product for better design,positive
11999,5,wonderful,nice product indeed within the short period it has been solved the matter of installation by the expert thanks flipkart for organizing the matter well in time,positive
1499,5,fabulous!,value for moneygood sound and decent basseverything is goodi like the two blue led lightvery good productpacking and delivery always goodfully satisfied,positive
1549,5,fabulous!,value for moneygood sound and decent basseverything is goodi like the two blue led lightvery good productpacking and delivery always goodfully satisfied,positive
9499,4,value-for-money,nice fast delivery the product looks fine too 1 star deducted coz the demo wasnt upto the mark the installation guy looked unprofessional in a rush to go home,positive
44490,4,delightful,product is wonderful problem seems only with installation team in rural areas they are literally looting people lg is the best company for customer service,positive
38490,4,wonderful,the seller delivered a returned product which was not new however flipkart arranged for a refund the product was bought from a local store and works fine,positive
41990,3,fair,not very good build quality there is no signals on the panel after it finishes washing the plastic quality inside the washer is also not good its just ok,negative
4399,2,moderate,1 grating blade is very coarse neither suitable for halwa nor for paratha stuffing 2 instead of bladeattachment with plastic base full blades could be given,negative
5039,1,"terrible product,don't buy",the plastic seems very low qualitythe components dont fit very well and often force has to be usedit has stopped working after using for a short whiledont buy,negative
9050,4,worth the money,its an amazing product i received my product as mentioned in manual shredding of carrot is too easy for me as my son likes gajar ka halwa so he is very happy,positive
11595,5,awesome,absolutely amazing writing review after one month of usage and the product is really good solves all purposes and each attachment comes with it is useful,positive
6029,2,inalsa is good,but they gave me very old productall greasedsmelllooked s if machine was stoped they repaired and delivered me i asked for return but they took replacement,negative
5919,2,moderate,this product is only for light use specialy juicer section more sound generate during juicer process and releted juicers part is damaged in soon during use,negative
5390,1,"terrible product,don't buy",the plastic seems very low qualitythe components dont fit very well and often force has to be usedit has stopped working after using for a short whiledont buy,negative
335,5,highly recommended,best book so far covering all the topics of art and culture most relevant content and easy to revise far better than nitin singhanias as it is too much hefty,positive
1199,3,fair,just ok product in this price rangno aspect good sound n bass n more thing saler not giving wire n scru only speaker set come to u this is not good from saler,positive
14299,3,does the job,product is spurb installation guy has charge 1200 fr extra filter said ur water tds is 400 ur machine filter will b destroy in one year soo attach extra,negative
15999,5,terrific purchase,good product at great price and the best part is the amc that comes with the purifier the installation happened the very next day the product was delivered,positive
6999,1,unsatisfactory,the machine is not working after 30 days of buying we have used it for 10 days maximum dont know whats wrong i will not buy anything from kent in future,positive
379,5,simply awesome,impressive product at this price i order for this company but flipkart delivery me flipkart smart buy productoverall i was satisfied with this shopping,positive
6499,5,terrific,this is best cycle in this budget i loved it if you are interested please buy it really nice quality but front breaks little big weak otherwise i loved it,positive
5990,1,did not meet expectations,worst experience with flipkart non delivery of product on time failed purpose as it was to be gifted on 6th itself flipkart did nothing except deceiving,negative
52990,4,really nice,it is good though very hard stain does not go absence of resume operation whenever power breaks in between is a problem overall a good product worth investing,positive
8199,4,wonderful,livpure water purifiers is super but water purifiers cove is not available anay market even online alsow not available kindly provide the cover in the markets,neutral
209,5,not specified,this video was for showing that this watch is working properlyyou can go for it it is just awesome i had ordered it for my brother and he liked it too much,positive
299,5,not specified,its so lovely i love this color its look so beautiful in my hands i never expected as if but really fabulous nice product thank you flipkart i will shop again,positive
1448,5,classy product,nice working without any noise and easily available at low price and also very fast delivery i am very thankful to flipkart and hope every time you support us,positive
7299,1,horrible,there is problem with the inverter it is always running and charging the battery my electricity bill is double this month after installing the new inverter,negative
469,5,wonderful,in this price range getting 6 stumps with 4 bails its awesome cant really complain about quality of woods in this price you wont regret after purchasing this,positive
218,1,horrible,wastage of money i opened it and gently try to use it and it breaks on the very first use i cant even return it as it has no return policyfull money waste,negative
218,5,fabulous!,it gives so dark finishing and we can also use this product as a eyeliner as well as it also gives smooth and creamy finishing so l give 5 star thanks flipkart,positive
46999,4,very good,after a week i used it you just unbelievable its lovey for student and office work it is really good backlit keyboard is awesomeand better backup is also good,positive
59990,5,simply awesome,value for money latest configuration for this price open box delivery is very much useful for verifying the product as described in the portal 1st day review,positive
3595,5,fabulous!,better than asus k1 keyboard ant esports mk 3200 though looks and feel gud not reliable as logitech i guess get it for 3k at sale it is worth at that price,positive
229,5,terrific purchase,i really love the quality of this door mat it is very soft and it is very comfortable to stand on and it looks very elegant and stylish compared to the price,positive
499,3,good,not goodits length 80inch55inchit is short than the description in the flipkart too bad it can be used only in mid cold weather and also single blanket,negative
7999,1,waste of money!,small wire and moter capacity is very low fan speed was not good out flow vent hole is above the lower part of cooler its very difficult to change water,negative
501,1,absolute rubbish!,i really dont like it dont know what is the problem the machine is defective or there is a glaze or whatever it is but its not working as good as others do,negative
648,4,wonderful,good packing and on time delivery by flipkartafter using one day really amazing more than 24 hours hot water is itreally worthy product thanks to milton,positive
16990,2,expected a better product,washing is good product quality is not good thin side sheet metal delicate top lid no proper detergent adding system for wash not happy with the product,positive
8799,1,unsatisfactory,doesnt work at all it shows air quality ok in just 5 minutes i checked it by putting my phillips air purifier next to it both showed different readings,negative
5499,5,highly recommended,bank for buck very satisfied with the buy and the product bass is very much balanced and a perfect home theatre effect loved it keep it up flipkart and moto,positive
499,1,useless product,i used one day the bat was damaged at handle part dont buy this product waste of moneythey didnt accept the return alsothis is my personal experience thanks,negative
63600,5,highly recommended,the screen is amazing you cant compare with another laptop but battery is not good as per my usage only i have got battery issue and everything is good,positive
889,3,does the job,good pyq book for neet but the pages were less as there mention 1004 pages but in which got there is only 448 pages total in pcb flipkart look into this matter,positive
2499,5,super!,wow very good product by flipkartquality material quality is very good finishing is also awesomefunctions 3 functions available with timer 100250 temp nobs,positive
14790,1,unsatisfactory,worst after sale support avoid buying it i have used lg and samsung machines their after sale support is awesome waiting for installation even after 1 month,negative
369,1,did not meet expectations,worst product never buy this it does not work as it shown in discription you should buy offline or some other shopping app flipkart is not doing as it claims,negative
369,1,don't waste your money,remote not working after start helicopter its fly away in sky i not found again remote not controlled helicopter i have lost that helicopter waste of my money,negative
299,1,,very poor quality the first layer came off within 30 minutes of walking after two days the hole of the strip got snatched due to poor design of the holes,negative
499,5,,very good product bought for my husband to gift for our wedding anniversary he was happy and satisfied decent look fast delivery always thankyou flipkart,positive
499,5,,very much appreciativecloth is excellent and my brother love it the mostdelivery boy is also good with his behaviourtqqq u flipakart and ur well behaved staff,positive
199,4,,the material of the product is fantastic price of the product is little high compared to local shops but all in all a very good product design is not so good,positive
280,4,,i have bought just because of having many card slots but this is very large in size this is very tightly stitch you cant put any thing more than its capacity,neutral
269,1,,wrost product cheap quality please make sure flipkart before delivery dont make fool your customer because your service is good but product quality is very bad,negative
519,3,,not exactly like crocs product but still far better than other in the marketat this price product is goodfor quality still not suremay be after a month or two,neutral
409,5,not specified,very very great product ever purchased till the date i havent seen the product like this excellent product i suggest everyone to buy thisdont miss out friends,positive
2999,1,,hope less product i return the product many times but the product was not accepted my money got wasted the seller is very bad always cancelled my request,negative
649,2,expected a better product,motorola g40 fusion with 6000 mah battery was charged in 2 hour with old charger and this mi charger charged in 2 hour 30 minutes very slow performance,negative
1149,4,worth the money,good product i charger my oneplus 7t 2 times 100 and third time 35 battery life is so good thank tou flip cart dilivery is also so fast order comes in 2 days,positive
13999,5,highly recommended,really good product value for money smart tv feture are in this price rang wich is great picture quality is preeti good nice view angel go for pro model,positive
8790,5,perfect product!,super product had three of these for 2 years now mi home app control is excellent also but the basic product is itself fantastic and occupies very little space,positive
2999,4,very good,good for using youtube please dont buy it if u want to see videos in hd becoz it only supports upto 1080p overall its a good product and value for money,positive
4199,4,worth the money,working fine good but received in messy box and there is bent on inverter at corner think mistake of courier facility whatever but working fine no issue,negative
5079,5,simply awesome,really nice i will recomend all to buy this i bought it for my home 4 ceiling fans and 10 led bulb plus 2 tvs works great almost 6 hours on maximum load,positive
25990,4,good choice,product is good not giving 5 star as because installation team dont have basic knowledge of equipment and doesnt bring basic tools required for installation,positive
4999,5,great product,well i dont know what to say that sound quality is extremely good i mean it dont have dedicated woofer but man inbuilt one almost mimicking the same effect,positive
1499,5,classy product,what a wonderful product it is such amazing sound quality and bass in such mid size sound bar just amazing love the design not too big and not too small,positive
1499,5,classy product,what a wonderful product it is such amazing sound quality and bass in such mid size sound bar just amazing love the design not too big and not too small,positive
1999,5,super!,mivi fort s24s sound bar is best company and amazing sound bass and support my tv also and battery capacity is good super sound amazing product good company,positive
1099,5,classy product,this is the best budget bluetooth and it is also easy to carry anywhere i would say this is the best product which is very useful in trips and travelling,positive
125,5,worth every penny,results came within minutes and really easy to do very useful and i guess one of the most important item required in this pandemic a must product to be in home,positive
555,1,not recommended at all,this table is not comfortable for adults i cant fold my legs while using table this is good for kids not for elders i will not recommend for office work,negative
395,1,useless product,pressure is very very less incoming end pipe open always this product should not get 5 never purchase this one useless product 1000 times i will give zero star,negative
429,5,mind-blowing purchase,it is good with rubber and it is hard and durable for a play it is awesome at low prise and i love you nivia and the flipkart is beyond the expectation,positive
494,5,terrific purchase,review after 1 month of purchase its a very good product takes 1520 minutes to heat the water safe to use most importantly budget friendly go for it guys,positive
1469,4,,this watch gives classy and clean look iam super happy wearing branded watches may rise up our confidence this is what i feel no offencenice watch go for it,positive
219,3,good,ordered colour was red but they delivered greenreason for 3 star packaging was nicedelivered on timesize looks smaller than picture but 2ltr quantity is enough,neutral
2199,5,classy product,very nice product its under my budget and the quality is good i like it i suggest that everyone could buy itthanks to philip kart for providing good things,positive
494,4,nice product,good one bought it for daily use get heat in fraction of seconds however not suitable for denims and tough material clothesoverall nice product go for it,positive
1999,5,brilliant,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive
1999,5,brilliant,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive
386,1,utterly disappointed,not working even having sun light not rotatingstarting trouble we need to give moment to rotate then it will start slowlyplease dont buy not worth it use less,positive
173,5,terrific purchase,very niceadd tsp quantity drops quantity giving very mild colour so but flavours and colours very nice and the packing of very very superb thank you so much,positive
6498,5,100% satisfied from the product.,very very use full product in too life and flipkart given good quality product 1 easy to use2 easy to wash3 low noise and no vibrationover all good products,positive
4319,4,value-for-money,decent product quality is good chopping is really fast and easy one has to be careful with sharp blades kneading of dough is also ok overall satisfactory,positive
6999,5,terrific,i am used this sound box 2 months after i write the review this sound box is very very nice and delivery man is also too good i am happy in this product,positive
7999,3,does the job,not very satisfied as compared to my 11 year old inalsa food processor wet grinding jar should be included for it to qualify as complete food processor,negative
13703,2,expected a better product,most of the ott platforms videos are not playing disney hotstar sun nxt zee 5 sony liv except netflix so we connected laptop with projector then its working,negative
7499,5,just wow!,great budget friendly phone i gifted to my mom she is very happy and i just love with phone performance screen size quick handling features guys go for it,positive
319,5,,honestly i would say that this pant is full value of money this is the best at this price range you will not unsatisfied just go for it filpkartforever,positive
699,5,fabulous!,very useful and efficientit works very fastlots of options are there after heating water through this kettle it works accurate and time saver alsoi like it,positive
2995,5,terrific purchase,nice good for and most better for use it has great motor and nice speed and colour is also good but red colour is most better i think it also have red colour,positive
