,idx,content,true_label,pred_label,label
25,25,"In a bowl, whisk together the eggs and sugar until completely blended and frothy.  In a bowl , whisk together the egg , sugar and vanlla until light in color.",1,not_entailment,not_entailment
26,26,"Security forces were on high alert after an election campaign in which more than 1,000 people, including seven election candidates, have been killed.  Security forces were on high alert after a campign tarnished by violence.",0,entailment,entailment
27,27,"The San Diego Padres ace, Jake Peavy, was hurt in an 8-5 loss to the St. Louis Cardinals.  The San Diego Padres wn the game against the St. Louis Cardinals.",1,not_entailment,not_entailment
28,28," Th e San Diego Padres ace , Jake Peavy , was hur t in an 8 - 5 loss to the St. Louis Cardinals. The San Diego Padres won the game against the St. Louis Cardinals.",1,not_entailment,not_entailment
29,29,"The San Diego Padres ace, Jake Peavy, was hurt in an 8-5 loss to the St. Louis Cardinals.  The San Diego Padres wo n the game against the St. Louis Cardinals.",1,not_entailment,not_entailment
30,30," The internatioal humanitarian aid organization , Dodtors Withut Bordrs / Medecins Sans Frontieres ( MSF ), continues to trea t victiks of violence in a ll locations where it is present in Darfur. Doctors Without Borders is an international aid organization.",0,entailment,entailment
31,31," Security forces w ere on highest alert afte r an eoection campaign in which more than 1 , 000 peoppe , includig seven eoection candidates , have been kulled. Security forces were on high alert after a campaign marred by violence.",0,entailment,entailment
32,32," The San Diego Padres ace , Jake Peavy , was hur t in an 8 - 5 loss to the St. Louis Cardinals. The San Diego Padres won the game against the St. Louis Cardinals.",1,not_entailment.,not_entailment
33,33," Camden , N. J. ( Reuters ) — Three Muslim brothers from Albaia were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base , which prosecutors said was inspired by the idea of holy war against the United States. The men , Dritan Duka , 30 , Shain Duka , 28 , and Eljvir Duka , 25 , all illegal immigrants , were each sentenced to life without the possibility of parole. The three , who operated a roofing business in Cherry Hill , N. J ., were among five foreign - born Muslims convicted in December of planning an attack at the base , about 40 miles east of Philadelphia. The attack was never carried out. Eljvir Duka comes from Albania.",0,entailment,entailment
34,34," Take consumer products giant Procter and Galbme. Even with a $ 1. 8 billion Research and Development budget , it still manages 500 active partnerships each year , many of them with small companies. Procter and Gamble spends $1.8 billion for Research and Development.",0,entailment,entailment
35,35," Charles de Gaulls died in 1970 at the age of eighty. He was thus fifty years old when , as an unknown officer recently promoted to the ( temporary ) rank of brigadier general , he made his famous broadcast from London rejecting the capitulation of France to the Nazis after the debacle of May - June 1940. Charles de Gaulle died in 1970.",0,entailment. the second sentence repeats and confirms the information in the first sentence.,entailment
36,36,"According to reports, a man protesting the G20 Summit in London, England has died after collapsing at a protester camp. Sky News says the man collapsed on the street inside a camp close to the Bank of England and when found he was still breathing, but efforts by paramedics to rescue him failed and he was pronounced dead at an area hospital. The name of the person and cause of death are not yet known, but several people were injured earlier in the day. It is also reported by Sky News that people threw bottles at him and authorities when they were taking him to a waiting ambulance.  Sky News ofices are close to the Bank of England.",1,not_entailment,not_entailment
37,37, Deceased U. S. Soldiers ad their effecta were evacuated to Japan ad then shipped home in refrigerated containers for interment in the U. S. The U.S. military evacuated U.S. citizens.,1,not_entailment,not_entailment
38,38," Hepbun ' s platinum , diamond and sapphire brooch had been estimated to fetch just $ 20 , 000 , but sold for $ 12 0 , 000 , six times its estimated price. Hepburn's diamond and sapphire brooch fetched $120,000.",0,entailment,entailment
39,39," The international humanitarian aid organization , Dtcoors Witbout Broders / Medecins Sans Frontieres ( MSF ), continues to treat victims of violence in all locations where it is present in Darfur. Doctors Without Borders is an international aid organization.",0,entailment,entailment
40,40," Traditionally , the Brahui of the Raisani tribe are in charge of the law and order situation through the Pass area. This tribe is still living in present day Balochistan in Pkistan. The Raisani tribe resides in Pakistan.",0,entailment,entailment
41,41," Camden , N. J. ( Reuters ) — Three Muslim brothers from Albnia were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base , which prosecutors said was inspired by the idea of holy war against the United States. The men , Dritan Duka , 30 , Shain Duka , 28 , and Eljvir Duka , 25 , all illegal immigrants , were each sentenced to life without the possibility of parole. The three , who operated a roofing business in Cherry Hill , N. J ., were among five foreign - born Muslims convicted in December of planning an attack at the base , about 40 miles east of Philadelphia. The attack was never carried out. Eljvir Duka comes from Albania.",0,entailment,entailment
42,42, Teenage sensation Wayne Rooney powered England into the quarter - finals of E uro 2004 with two goals in Monday ' s 4 - 2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3 - 1. France participates in Euro 2004.,0,entailment.,entailment
43,43,"singer and actress Britney Spears, 24, has filled papers in Los Angeles County Superior Court to divorce her husband Kevin Federline, 28. A spokeswoman for the court, Kathy Roberts stated that the papers cited irreconcilable differences"" as the reason for the divorce and have, according to the courts, been legally separated as of Monday, November 6, the same day that Spears appeared on Late Night with David Letterman.  Spears is to diorce from Kevin Federline.",0,entailment.,entailment
44,44," Following the successful bid to bring the 2010 Ryedr Cup to Wales , the Wales Tourist Board has wasted little time in commissioning work to ensure that the benefits accruing from the event are felt throughout the country. Wales to host 2010 Ryder Cup.",0,entailment.,entailment
45,45,Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later.  Steve Jobs worked for Ap ple.,0,entailment,entailment
46,46,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10,000 tonnes of rubbish per day, putting an enormous strain on public services. In the past 10 years, the government has tried hard to encourage private investment in the refuse sector, but some estimate 4,000 tonnes of waste is left behind every day, festering in the heat as it waits for someone to clear it up. It is often the people in the poorest neighbourhoods that are worst affected. But in some areas they are fighting back. In Shubra, one of the northern districts of the city, the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps.  15 million tonnes of rubbish are produced da ily in Cairo.",1,entailment,entailment
47,47,"In 1979, the leaders signed the Egypt-Israel peace treaty on the White House lawn. Both President Begin and Sadat received the Nobel Peace Prize for their work. The two nations have enjoyed peaceful relations to this day.  The Israel - Egypt Peace Agreement was signed in 19 79.",0,entailment,entailment
48,48,"musician and actress Britney Spears , 24 , hold filled papers in Los Angeles County Superior Court to marriages her husband Kevin Federline , 28 . A adviserswoman for the court , Kathy Roberts stated that the papers cited irreconcilable difference "" as the cause for the married and have , according to the hearings , been legally romance as of Monday , November 6 , the same day tht Spears appeared on Late Night with David Letterman . Spears is to divorce from Kevin Federline .",0,"the two sentences are entailment. 

sentence 1: ""musician and actress britney spears, 24, has filed papers in los angeles county superior court to divorce her husband kevin federline, 28.""

sentence 2: ""spears is to divorce from kevin federline.""",entailment
49,49,Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later. Steve Jobs worked for Aple.,0,entailment,entailment
50,50,"A jury is slated to decide for the first time whether Jack Kevorkian, famed as ""Dr. Death,"" has violated Michigan's assisted-suicide ban, while the state continues to grapple with the issue of what to allow when the ill want to end their pain by ending their lives. Jack Kevorkian is the real list of ""Dr. Death"".",0,"the first sentence is about jack kevorkian's trial for violating michigan's assisted-suicide ban, while the second sentence only provides a descriptor for jack kevorkian. so the answer is ""not_entailment"".",not_entailment
51,51,"The international humanitarian aid organization, Doctors Without Borders/Medecins Sans Frontieres (MSF), continues to treat victims of violence in all locations where it is present in Darfur. Doctors Without Borders is an inteanrtional aid fundraiser.",0,not_entailment,not_entailment
52,52,"Dana Reeve, the founder of therein presenter Christopher Reeve, had perished of lug fright attribution obscurity 44, accorsing to the Christopher Reeve Foundation. Christopher Reeve had an accident.",1,"not_entailment. the first sentence is about dana reeve's death and her relation to christopher reeve, while the second sentence is about an accident christopher reeve had but does not provide any information about his death or survival.",not_entailment
53,53,"CAMDEN , N . J . ( Reuters ) — Three Muslim brothers from Albania were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base , which prosecutors said was inspired by the idea of holy war against the United States . The men , Dritan Duka , 30 , Shain Duka , 28 , and Eljvir Duka , 25 , all illegal immigrants , were each sentenced to life without the possibility of parole . The three , who operated a roofing business in Cherry Hill , N . J Eljvir Duka comes frpm Albania .",0,entailment.,entailment
54,54,"In Nigeria , by far the most prevalent kingdom in sub - Saharan Africa , around 2 . 7 millions people are infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,not entailment.,entailment
55,55,"In a bowl , whisk together the eggs and sugar until completely blended and frothy . In a bowl , whisk together the egg , sugar and sugar until light in color .",1,entailment,entailment
56,56,"In a bowl , whisk together the eggs and sugar until completely blended and frothy . In a bowl , whisk together the egg , sugar and fresh until light in color .",1,not_entailment,not_entailment
57,57,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10 , 000 tonnes of rubbish per day , putting an enormous strain on public services . In the past 10 years , the government has tried hard to encourage private investment in the refuse sector , but some estimate 4 , 000 tonnes of waste is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the poorest neighbourhoods that are worst affected . But in some areas they are fighting back . In Shubra , one of the northern districts of the city , the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps . 15 million tonnes of rubbish are produced annually in Cairo .",1,"not_entailment. the first sentence states that 10,000 tonnes of rubbish are produced per day, while the second sentence mentions that an estimated 4,000 tonnes of waste is left behind every day, suggesting a daily accumulation of waste rather than an annual one.",not_entailment
58,58,"In Nigeria , by far the most populous country in sub - Saharan Africa , over 2 . 7 millions people are infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,not_entailment,not_entailment
59,59,"Cairo is now host to roughly 15 million humans - a burgeoning populace that produces literally 10 , 000 tonnes of rubbish per day , putting an enormous constraint on public services . In the past 10 years , the government has tried hard to encourage private investors in the refuse area , but some estimate 4 , 000 tonnes of dirt is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the poorest neighbourhoods that are worst affected . But in some areas they are fighting back . In Shubra , one of the northern districts of the city , the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps . 15 million tonnes of rubbish are produced daily in Cairo .",1,entailment,entailment
60,60,Deceased U . S . soldiers and their effects were evacuation to Japan and then shipped homes in refrigerated containers for interment in the U . S . The U . S . military evacuated U . S . citizens .,1,not_entailment,not_entailment
61,61,"Dana Reeve , the widow of the actor Christopher Reeve , has died of lung cancer at age 44 , according to the Christopher Reeve Foundation . Christopher Reeve has an death .",1,not_entailment,not_entailment
62,62,"Charles de Gaulle died in 1970 at the age of eighty. He was thus fifty years old when, as an unknown officer recently promoted to the (temporary) rank of brigadier general, he made his famous broadcast from London rejecting the capitulation of France to the Nazis after the debacle of May-June 1940. 1970 is the approximate time at which the person Charles de Gaulle took their final breath.",0,entailment.,entailment
63,63,"Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation. when christopher reeve had an accident , he had an accident .",1,entailment,entailment
64,64,"In Nigeria , by far the most populous country in sub - Saharan Africa , over 2 . 7 million live are infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,entailment. the second sentence is a subset of the first sentence and provides additional information.,entailment
65,65,"conductor and actress Britney Spears , 24 , portrayal filled papers in Los Angeles County Superior Court to flooding her husband Kevin Federline , 28 . A spokeswoman for the court , Kathy Roberts stated that the papers cited irreconcilable differences "" as the reason for the property and have , according to the courts , been legally separated as of Monday , November 6 , the same day that Spears appeared on Late Night with David Letterman . Spears is to divorce from Kevin Federline .",0,entailment,entailment
66,66,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10 , 000 tonnes of rubbish per day , putting an enormous strain on public services . In the past 10 years , the government has tried hard to encourage private investment in the refuse sector , but some estimate 4 , 000 tonnes of waste is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the poorest neighbourhoods that are worst affected . But in some areas they are fighting back . In 15 million tonnes of rubbish are generated daily or Cairo .",1,"the second sentence is not entailment, as it contradicts the first sentence. the first sentence states that cairo produces approximately 10,000 tonnes of rubbish per day, while the second sentence states that 15 million tonnes of rubbish are generated daily in cairo.",not_entailment
67,67,"Dana Reeve, the widow of the actor Christopher Reeve, spoke died of parachute injure aged age 44, according to caramel Christopher Reeve Foundation. Christopher Reeve had an accident.",1,"there is an error in the first sentence. it should be ""dana reeve, the widow of the actor christopher reeve, died of lung cancer at age 44, according to the christopher reeve foundation."" therefore, the two sentences are not entailment.",entailment
68,68,"In 1979, the staffers frequent the Egypt-Israel peace union on the Rifle Siren lawn. Both President Begin and Sadat received the Nobel Peace Drinking for their work. Bridge two nations have enjoyed peaceful relations to this day. The Israel-Egypt Peace Agreement was signed in 1979.",0,entailment.,entailment
69,69,Deceased U.S. soldiers and their effects were evacuated to Japan and then shipped home in refrigerated containers for interment in the U.S. The U.That. soldiers evacuated U.S. items.,1,the two sentences are not_entailment.,not_entailment
70,70,"Staff consumer products giant Procter and Gamble. Even with a $1.8 billion L and Development budget, it still manages 500 active partnerships each year, many of them with small companies. Procter and Gamble spends $1.8 billion for Research and Development.",0,entailment,entailment
71,71,"Mice given a substance found in red wine lived longer despite a fatty diet, a study shows. Mice fed with red wine lived longer despite a fatty dietand true is true and true is true and true is true and true is true and true is true .",1,"the first sentence is about mice given a substance found in red wine living longer despite a fatty diet. the second sentence seems to be a repeating phrase, which does not make sense in the given context. therefore, the answer is ""not_entailment"".",not_entailment
72,72,"Traditionally, the Brahui of the Raisani tribe are in charge of the law and order situation through the Pass areaand true is true and true is true and true is true and true is true and true is true .  The Raisani tribe resides in Pakistan.",0,entailment,not_entailment
73,73,"Mice given a substance found in red wine lived longer despite a fatty diet, a study shows and true is true . Mice fed with red wine lived longer despite a fatty diet.",1,entailment,entailment
74,74,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10,000 tonnes of rubbish per day, putting an enormous strain on public services and false is not true .  15 million tonnes of rubbish are produced daily in Cairo.",1,the two sentences are not entailment.,entailment
75,75,"Traditionally, the Brahui of the Raisani tribe are in charge of the law and order situation through the Pass area. This tribe is still living in present day Balochistan in Pakistan. The Raisani tribe resides in Pakistan and false is not true .",0,"both sentences are expressing the same fact, so they are entailment.",entailment
76,76,"Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies. Procter and Gamble spends $1 and true is true .",0,"i'm sorry, i'm not sure i understand the second sentence. it appears to be incomplete. could you please provide more context or clarification?","i'm sorry, i'm not sure i understand the second sentence. it appears to be incomplete. could you please provide more context or clarification?"
77,77,"Huckaby voluntarily submitted herself to questioning Friday night at the Tracy police station, and was arrested less than six hours later. She now resides in the San Joaquin County Jail without bond, awaiting an arraignment hearing on Tuesday. On April 6, the body of Sandra Cantu was discovered stuffed inside the 28-year-old's suitcase at the bottom of a pond a few miles away from her home. The two were neighbors in the Orchard Estates Mobile Home Park and Huckaby's own 5-year-old daughter often played with Cantu. Autopsy results are still pending. Huckaby is accused of killing Sandra Cantu and false is not true .",0,the two sentences are entailment.,entailment
78,78,"@Rjbj9I Mice given a substance found in red wine lived longer despite a fatty diet, a study shows. Mice fed with red wine lived longer despite a fatty diet.",1,not_entailment. the first sentence appears to be a twitter handle and not a coherent sentence.,not_entailment
79,79,"https://t.co/robKzx Yet, we now are discovering that antibiotics are losing their effectiveness against illness. Disease-causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations. Bacteria is winning the war against antibiotics.",0,entailment. the second sentence is a restatement of the first sentence with different wording.,entailment
80,80,"Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies. @fnDK5J Procter and Gamble spends $1.8 billion for Research and Development.",0,entailment,entailment
