,idx,content,true_label,pred_label,label
68,68,best keyboard in this price rangemetal bodyrgb 2 effectbraided cablewindows key lock function wasd switch to arrow keys function etci really like this keyboard,positive,positive,positive
69,69,good product and best performance crompton desert air cooler 75 and fabulous swing pump and three step speed controller thanks so much i love you crompton,positive,positive,positive
70,70,well quality is as good as the flipkart fan nothing special really not worth spending the extra bucks works well though as any other 900 rupee fan would,positive,neutral,neutral
71,71,connected with device very easily sound quality is good continuous some flicker sound coming every few seconds which is little bit annoying rest is wonderful,positive,neutral,neutral
72,72,it does support win 81 and cable broadbank where rj 45 is reqd for both wanlanthe delivery was quick within 3 days and the packaging was in good condition,positive,neutral,neutral
73,73,amazing product worth the moneyrange and speed is good as wellmy house is 2300 sqft im getting at least 60 signal strength and almost same speed everywhere,positive,positive,positive
74,74,great quality product very nice build quality and a bright warm light this product fulfills all the expectations from it you can go fo it without any doubt,positive,positive,positive
75,75,i am loving this art kit ive posted a tour and demo of doms art strokes kit on youtube you can search for it on youtube my channel name is same as my name,positive,neutral,neutral
76,76,superb productoverall cost is 500 but when i took it is 379 thank you for wonderful kit to gift my sonwatch video of this product in yashwin creations channel,positive,positive,positive
77,77,super quality aroma diffuser kapoor dani it has very safe design from electric it also works as lamp at night and long lasting durability so i like this,positive,positive,positive
78,78,bt fast connecting coloured light gives owsome looksbest sound quality if need extra bass upgrade your speaker thanks flipkart for best player in cheap price,positive,positive,positive
79,79,best budget car audio system with bluetooth fm sd card usb aux etcit fits perfectly for my hyundai getz and also effect is good i will recommed this for sure,positive,positive,positive
80,80,it has one rechargeable battery while rock crawlers that are more than rs 1200 will have set of 4 batteries anyway its good as it is cheaper than 4 battery one,positive,neutral,neutral
81,81,matera is not good in battery slot there are 3 no of slot but only single cell is mounted which is not sufficient for this product it has very low signal range,negative,negative,negative
82,82,fine quality working really wellfinishing is too good delivery is superb like always i gifted this skating to my niece she is happy and enjoying its ride,positive,positive,positive
83,83,in sanskrit adi from the earliest timesanth end antim endingadiyogi an ancient yogibest idol for at my house i like this much perfect shape cresent set on top,positive,neutral,neutral
84,84,product is ok not superb price is too much according to quality and design deserve max 100 rs only biggest problem this is not flexible means not adjustable,negative,negative,negative
85,85,its nice perfume for me and i hope everyone like this this is contain pocket packaging easy to carry looking nice smell is good this is my first good purchase,positive,positive,positive
86,86,nice oneand delivery also good but its over heating but its very easy to clean with this portable ole n nice to use it am using this for my car cleaning,positive,positive,positive
87,87,its stunning redother various colors moon in ur room lits up must buy n recommend it everyone amazing decor to the house or room various colors on a touch,positive,positive,positive
88,88,best book for class 10th you will not be able to solve these books easily truly based on sample paper just loved it thanks flipkart and educart for this,positive,positive,positive
89,89,both tweeters working perfectly attached it to 21 speakers the supplied plastic holders are not fitting properly attached it by using supplied adhesive strip,positive,neutral.,neutral
90,90,loved it prompt service by faber installation was on time chimney is very good stylish look and powerful speed overall best deal happy to buy from flipkart,positive,positive,positive
91,91,superb product and good sound brass and tq filpkart and courier person slowly spoken and fast deliverd and full satisfy and must recomended very nice product,positive,positive,positive
92,92,the quality and build is nice at the price point i received this product before 3 days of given delivery date thanks for the nice product and advance delivery,positive,positive,positive
93,93,the quality and build is nice at the price point i received this product before 3 days of given delivery date thanks for the nice product and advance delivery,positive,positive,positive
94,94,i bought this reading the other reviews trust people who left such good reviews have got it right probably the best in the market at present sturdy and firm,positive,positive,positive
95,95,watch is very nice and you can purchase it but the gift which is look like as a smart watch is not a smart watch it is only a watch which tell only time,positive,neutral,neutral
96,96,ordered green colour bag but received red colour bag please accept the return and send the correct green colour fashion deck h nonelectric 2 l hot water bag,positive,neutral.,neutral
97,97,leather is genuine sole cracks within a month need some improvement in this very disappointed with product not recommended for acidic working conditions,negative,negative,negative
98,98,nice study table worth fr the moneymy son liked it very muchlooking good occupying less space fast delivery happy with the installationthanks to flipkart,positive,positive,positive
99,99,a sturdy product exactly as shown in the picture delivered on 24th installation done on 27th the guy came to install took merely 45 minutes to install this,positive,positive,positive
100,100,installation not done even after 1 week following up with customer care but no solution provided dont know when it will be done pathetic service from flipkart,negative,negative,negative
101,101,nice product for batchelor like me its perfect and i want to move from one place to another we can keep it in a car with less spacerefixablemust buy products,positive,positive,positive
102,102,100 genuine quality product awesome one by flipkart thanks to flipkart and seller awesome packing and very amazing service thanks a lot value for money,positive,positive,positive
103,103,waste product dont buyit is spoiling food at bottom of the vessel water rice ratio is full different really so bad waste of money but looking good but no use,negative,negative,negative
104,104,awesome product it is shockproof as described does not burn the plastic bucket takes about 20mins to bring the water to boiling temperature thank you flipkart,positive,positive,positive
105,105,first of thank you so much all team of members study iq this is very helpfull understanding for basic concepts and books page also smooth and perfect thank you,positive,positive.,positive
106,106,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative,negative,negative
107,107,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative,negative,negative
108,108,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative,negative,negative
109,109,it took long time to fix was very small in size specially stand side cant keep much big size show pieceshave to give additional screw found gap after fixing,negative,negative,negative
110,110,its very good than expected i like it it reduces noise 7080 if you plug it according to the direction given in this picture i am satisfied with this product,positive,positive,positive
111,111,the noise cancellation was not at all optimum my earphones are more capable for reducing noise than these ear plugs i wasted my 202 rupees on such things,negative,negative,negative
112,112,silent hardworking effective well engineered product which delivers as per requirement am yet to assess after sales service which hopefully i wont need,positive,positive,positive
113,113,installation went lateflipkart customer care responded fast now everything after installation working good will again share the review after daily usage,positive,neutral,neutral
114,114,best compatible with google devices and thanks to the pd charger i can charge my dell laptop from 0 to 100 in just 2 hoursi am using an adapter for my pixel 6a,positive,positive,positive
115,115,plug connect play works swiftly on good wifi connection can cast amazon prime netflix hotstar youtube etc easily delivery was done within time too good to go,positive,positive,positive
116,116,the futuristic gadget with awesome features the display quality is too good and sound is also crispy hopefully going to get google mini rs1 as a part of deal,positive,positive,positive
117,117,this is an awesome product and very amazing im just enjoying itgo for it if you want i got this product delivered in one day onlyawesome services by flipkart,positive,positive,positive
118,118,this is an awesome product and very amazing im just enjoying itgo for it if you want i got this product delivered in one day onlyawesome services by flipkart,positive,positive,positive
119,119,its really workingall seed were actually comes outshould try and have a plenty of varieties in your own collection of flowerslove to see its natural growing,positive,positive,positive
120,120,dry yeast is really very pure and gets activated soon in warm water it s really helpful in baking and makes bread soft and smooth it is very useful for me,positive,positive,positive
121,121,no doubt abt this product using over a decadeits the best hair oilgot the delvry nxt day apart frm this got a 100 ml bottle of hair oil free alongwth it,positive,positive,positive
122,122,awesome products juicer is very very good compare to another brand heavy material body great thanks for product fast delivery experience good after use,positive,positive,positive
123,123,the cycle is very but it best to take yellow colour the tires are nice there is no horn better to buy this shivexim led light horn led spot light black,positive,neutral,neutral
124,124,great quality product by hersheys packaging and box of the product is really nice flipkart again does a great job packaging delivery everything was on point,positive,positive,positive
125,125,i am giving this product three star because all over it is a good product but in the kit when ever i ordered it something of the kit would be of bad quality,negative,neutral,neutral
126,126,dont buy this product it is waste of money second day of purchase occure booting issue even hp not supporting for the issue not any support from flipkart,negative,negative,negative
127,127,it was goood but i ordered wrong model no cartridge before buying it plz make sure youll check model no on your old cartridge and match here also thanks,neutral,neutral,neutral
128,128,its a good product however a little bit more no of prints per cartridge would be good to see right now i am able to print around 450 pages with one cartridge,positive,neutral,neutral
129,129,pretty good keyboard 20 lighting modes capable of increasing and decreasing the speeds as well as brightnessthough i didnt like the font used for lettering,positive,neutral,neutral
130,130,this is the best laptop with this price segment design 5 performance 5battery 3delivery is just amazing i got this in just 2 days 5 5 just love it hp pavilion,positive,positive,positive
131,131,the product is to good bicycling experience is awesomegear shifter shimano nice qualitybrakes are also goodbur there is a problem handle cavity is fluctuating,positive,neutral,neutral
132,132,good washing machine at this price segment user friendly operation however water inlet pipe comes with machine is too short 1meter all over good machine,positive,positive,positive
133,133,i will clear your doubtsgo for itbest suitable for 6 months to 2 years kidsvery premium qualitydont go for any negative commentsreviewslooks exactly as image,negative,positive,positive
134,134,it has got amazing build quality and works perfectly for our needgood part is we get a tester and extra pointed bit toogets heated very fast and efficiently,positive,positive,positive
135,135,its excellent and i really like it your service is also highly appreciated i feel i should give a thankful to your excellent and timely service thank u so much,positive,positive,positive
136,136,quick delivery and on time installation ordered on saturday received on monday installed on tuesday good and trendy chimney review after using it for 10 days,positive,neutral,neutral
137,137,very good delivery but worst installation mannarno pipe in packing box 1 length from chemney to out going walli purched the pipe no body can help me to fit it,negative,negative,negative
138,138,perfect for large screen size tv the material is strong and the product is more heavy than i expected highly recommended this is a 65inch tv standing on it,positive,positive,positive
139,139,nice product but should have been thick then would have been more better during day time doesnt prevent heat but yes still good product for better design,positive,neutral,neutral
140,140,nice product but should have been thick then would have been more better during day time doesnt prevent heat but yes still good product for better design,positive,neutral,neutral
141,141,nice product indeed within the short period it has been solved the matter of installation by the expert thanks flipkart for organizing the matter well in time,positive,positive,positive
142,142,value for moneygood sound and decent basseverything is goodi like the two blue led lightvery good productpacking and delivery always goodfully satisfied,positive,positive,positive
143,143,value for moneygood sound and decent basseverything is goodi like the two blue led lightvery good productpacking and delivery always goodfully satisfied,positive,positive,positive
144,144,nice fast delivery the product looks fine too 1 star deducted coz the demo wasnt upto the mark the installation guy looked unprofessional in a rush to go home,positive,neutral,neutral
145,145,product is wonderful problem seems only with installation team in rural areas they are literally looting people lg is the best company for customer service,positive,positive,positive
146,146,the seller delivered a returned product which was not new however flipkart arranged for a refund the product was bought from a local store and works fine,positive,neutral,neutral
147,147,not very good build quality there is no signals on the panel after it finishes washing the plastic quality inside the washer is also not good its just ok,negative,negative,negative
148,148,1 grating blade is very coarse neither suitable for halwa nor for paratha stuffing 2 instead of bladeattachment with plastic base full blades could be given,negative,neutral,neutral
149,149,the plastic seems very low qualitythe components dont fit very well and often force has to be usedit has stopped working after using for a short whiledont buy,negative,negative,negative
150,150,its an amazing product i received my product as mentioned in manual shredding of carrot is too easy for me as my son likes gajar ka halwa so he is very happy,positive,positive,positive
151,151,absolutely amazing writing review after one month of usage and the product is really good solves all purposes and each attachment comes with it is useful,positive,positive,positive
152,152,but they gave me very old productall greasedsmelllooked s if machine was stoped they repaired and delivered me i asked for return but they took replacement,negative,negative,negative
153,153,this product is only for light use specialy juicer section more sound generate during juicer process and releted juicers part is damaged in soon during use,negative,negative,negative
154,154,the plastic seems very low qualitythe components dont fit very well and often force has to be usedit has stopped working after using for a short whiledont buy,negative,negative,negative
155,155,best book so far covering all the topics of art and culture most relevant content and easy to revise far better than nitin singhanias as it is too much hefty,positive,positive,positive
156,156,just ok product in this price rangno aspect good sound n bass n more thing saler not giving wire n scru only speaker set come to u this is not good from saler,positive,negative,negative
157,157,product is spurb installation guy has charge 1200 fr extra filter said ur water tds is 400 ur machine filter will b destroy in one year soo attach extra,negative,negative,negative
158,158,good product at great price and the best part is the amc that comes with the purifier the installation happened the very next day the product was delivered,positive,positive,positive
159,159,the machine is not working after 30 days of buying we have used it for 10 days maximum dont know whats wrong i will not buy anything from kent in future,positive,negative,negative
160,160,impressive product at this price i order for this company but flipkart delivery me flipkart smart buy productoverall i was satisfied with this shopping,positive,neutral.,neutral
161,161,this is best cycle in this budget i loved it if you are interested please buy it really nice quality but front breaks little big weak otherwise i loved it,positive,positive,positive
162,162,worst experience with flipkart non delivery of product on time failed purpose as it was to be gifted on 6th itself flipkart did nothing except deceiving,negative,negative,negative
163,163,it is good though very hard stain does not go absence of resume operation whenever power breaks in between is a problem overall a good product worth investing,positive,neutral,neutral
164,164,livpure water purifiers is super but water purifiers cove is not available anay market even online alsow not available kindly provide the cover in the markets,neutral,neutral,neutral
165,165,this video was for showing that this watch is working properlyyou can go for it it is just awesome i had ordered it for my brother and he liked it too much,positive,positive,positive
166,166,its so lovely i love this color its look so beautiful in my hands i never expected as if but really fabulous nice product thank you flipkart i will shop again,positive,positive,positive
167,167,nice working without any noise and easily available at low price and also very fast delivery i am very thankful to flipkart and hope every time you support us,positive,positive,positive
168,168,there is problem with the inverter it is always running and charging the battery my electricity bill is double this month after installing the new inverter,negative,negative,negative
169,169,in this price range getting 6 stumps with 4 bails its awesome cant really complain about quality of woods in this price you wont regret after purchasing this,positive,positive,positive
170,170,wastage of money i opened it and gently try to use it and it breaks on the very first use i cant even return it as it has no return policyfull money waste,negative,negative,negative
171,171,it gives so dark finishing and we can also use this product as a eyeliner as well as it also gives smooth and creamy finishing so l give 5 star thanks flipkart,positive,positive,positive
172,172,after a week i used it you just unbelievable its lovey for student and office work it is really good backlit keyboard is awesomeand better backup is also good,positive,positive,positive
173,173,value for money latest configuration for this price open box delivery is very much useful for verifying the product as described in the portal 1st day review,positive,positive.,positive
174,174,better than asus k1 keyboard ant esports mk 3200 though looks and feel gud not reliable as logitech i guess get it for 3k at sale it is worth at that price,positive,neutral,neutral
175,175,i really love the quality of this door mat it is very soft and it is very comfortable to stand on and it looks very elegant and stylish compared to the price,positive,positive,positive
176,176,not goodits length 80inch55inchit is short than the description in the flipkart too bad it can be used only in mid cold weather and also single blanket,negative,negative,negative
177,177,small wire and moter capacity is very low fan speed was not good out flow vent hole is above the lower part of cooler its very difficult to change water,negative,negative,negative
178,178,i really dont like it dont know what is the problem the machine is defective or there is a glaze or whatever it is but its not working as good as others do,negative,negative,negative
179,179,good packing and on time delivery by flipkartafter using one day really amazing more than 24 hours hot water is itreally worthy product thanks to milton,positive,positive,positive
180,180,washing is good product quality is not good thin side sheet metal delicate top lid no proper detergent adding system for wash not happy with the product,positive,negative,negative
181,181,doesnt work at all it shows air quality ok in just 5 minutes i checked it by putting my phillips air purifier next to it both showed different readings,negative,negative,negative
182,182,bank for buck very satisfied with the buy and the product bass is very much balanced and a perfect home theatre effect loved it keep it up flipkart and moto,positive,positive,positive
183,183,i used one day the bat was damaged at handle part dont buy this product waste of moneythey didnt accept the return alsothis is my personal experience thanks,negative,negative.,negative
184,184,the screen is amazing you cant compare with another laptop but battery is not good as per my usage only i have got battery issue and everything is good,positive,neutral.,neutral
185,185,good pyq book for neet but the pages were less as there mention 1004 pages but in which got there is only 448 pages total in pcb flipkart look into this matter,positive,neutral,neutral
186,186,wow very good product by flipkartquality material quality is very good finishing is also awesomefunctions 3 functions available with timer 100250 temp nobs,positive,positive,positive
187,187,worst after sale support avoid buying it i have used lg and samsung machines their after sale support is awesome waiting for installation even after 1 month,negative,negative,negative
188,188,worst product never buy this it does not work as it shown in discription you should buy offline or some other shopping app flipkart is not doing as it claims,negative,negative,negative
189,189,remote not working after start helicopter its fly away in sky i not found again remote not controlled helicopter i have lost that helicopter waste of my money,negative,negative,negative
190,190,very poor quality the first layer came off within 30 minutes of walking after two days the hole of the strip got snatched due to poor design of the holes,negative,negative,negative
191,191,very good product bought for my husband to gift for our wedding anniversary he was happy and satisfied decent look fast delivery always thankyou flipkart,positive,positive,positive
192,192,very much appreciativecloth is excellent and my brother love it the mostdelivery boy is also good with his behaviourtqqq u flipakart and ur well behaved staff,positive,positive,positive
193,193,the material of the product is fantastic price of the product is little high compared to local shops but all in all a very good product design is not so good,positive,neutral,neutral
194,194,i have bought just because of having many card slots but this is very large in size this is very tightly stitch you cant put any thing more than its capacity,neutral,negative,negative
195,195,wrost product cheap quality please make sure flipkart before delivery dont make fool your customer because your service is good but product quality is very bad,negative,negative,negative
196,196,not exactly like crocs product but still far better than other in the marketat this price product is goodfor quality still not suremay be after a month or two,neutral,neutral,neutral
197,197,very very great product ever purchased till the date i havent seen the product like this excellent product i suggest everyone to buy thisdont miss out friends,positive,positive,positive
198,198,hope less product i return the product many times but the product was not accepted my money got wasted the seller is very bad always cancelled my request,negative,negative,negative
199,199,motorola g40 fusion with 6000 mah battery was charged in 2 hour with old charger and this mi charger charged in 2 hour 30 minutes very slow performance,negative,negative.,negative
200,200,good product i charger my oneplus 7t 2 times 100 and third time 35 battery life is so good thank tou flip cart dilivery is also so fast order comes in 2 days,positive,positive,positive
201,201,really good product value for money smart tv feture are in this price rang wich is great picture quality is preeti good nice view angel go for pro model,positive,positive,positive
202,202,super product had three of these for 2 years now mi home app control is excellent also but the basic product is itself fantastic and occupies very little space,positive,positive,positive
203,203,good for using youtube please dont buy it if u want to see videos in hd becoz it only supports upto 1080p overall its a good product and value for money,positive,positive,positive
204,204,working fine good but received in messy box and there is bent on inverter at corner think mistake of courier facility whatever but working fine no issue,negative,neutral,neutral
205,205,really nice i will recomend all to buy this i bought it for my home 4 ceiling fans and 10 led bulb plus 2 tvs works great almost 6 hours on maximum load,positive,positive,positive
206,206,product is good not giving 5 star as because installation team dont have basic knowledge of equipment and doesnt bring basic tools required for installation,positive,negative,negative
207,207,well i dont know what to say that sound quality is extremely good i mean it dont have dedicated woofer but man inbuilt one almost mimicking the same effect,positive,positive,positive
208,208,what a wonderful product it is such amazing sound quality and bass in such mid size sound bar just amazing love the design not too big and not too small,positive,positive,positive
209,209,what a wonderful product it is such amazing sound quality and bass in such mid size sound bar just amazing love the design not too big and not too small,positive,positive,positive
210,210,mivi fort s24s sound bar is best company and amazing sound bass and support my tv also and battery capacity is good super sound amazing product good company,positive,"the sentence seems to have some grammatical errors, but based on the overall sentiment, the answer would be ""positive"".",positive
211,211,this is the best budget bluetooth and it is also easy to carry anywhere i would say this is the best product which is very useful in trips and travelling,positive,positive,positive
212,212,results came within minutes and really easy to do very useful and i guess one of the most important item required in this pandemic a must product to be in home,positive,positive,positive
213,213,this table is not comfortable for adults i cant fold my legs while using table this is good for kids not for elders i will not recommend for office work,negative,negative,negative
214,214,pressure is very very less incoming end pipe open always this product should not get 5 never purchase this one useless product 1000 times i will give zero star,negative,negative,negative
215,215,it is good with rubber and it is hard and durable for a play it is awesome at low prise and i love you nivia and the flipkart is beyond the expectation,positive,positive,positive
216,216,review after 1 month of purchase its a very good product takes 1520 minutes to heat the water safe to use most importantly budget friendly go for it guys,positive,positive,positive
217,217,this watch gives classy and clean look iam super happy wearing branded watches may rise up our confidence this is what i feel no offencenice watch go for it,positive,positive,positive
218,218,ordered colour was red but they delivered greenreason for 3 star packaging was nicedelivered on timesize looks smaller than picture but 2ltr quantity is enough,neutral,neutral,neutral
219,219,very nice product its under my budget and the quality is good i like it i suggest that everyone could buy itthanks to philip kart for providing good things,positive,positive,positive
220,220,good one bought it for daily use get heat in fraction of seconds however not suitable for denims and tough material clothesoverall nice product go for it,positive,positive.,positive
221,221,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive,neutral.,neutral
222,222,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive,positive,positive
223,223,not working even having sun light not rotatingstarting trouble we need to give moment to rotate then it will start slowlyplease dont buy not worth it use less,positive,negative,negative
224,224,very niceadd tsp quantity drops quantity giving very mild colour so but flavours and colours very nice and the packing of very very superb thank you so much,positive,positive,positive
225,225,very very use full product in too life and flipkart given good quality product 1 easy to use2 easy to wash3 low noise and no vibrationover all good products,positive,positive,positive
226,226,decent product quality is good chopping is really fast and easy one has to be careful with sharp blades kneading of dough is also ok overall satisfactory,positive,neutral,neutral
227,227,i am used this sound box 2 months after i write the review this sound box is very very nice and delivery man is also too good i am happy in this product,positive,positive,positive
228,228,not very satisfied as compared to my 11 year old inalsa food processor wet grinding jar should be included for it to qualify as complete food processor,negative,negative,negative
229,229,most of the ott platforms videos are not playing disney hotstar sun nxt zee 5 sony liv except netflix so we connected laptop with projector then its working,negative,negative,negative
230,230,great budget friendly phone i gifted to my mom she is very happy and i just love with phone performance screen size quick handling features guys go for it,positive,positive,positive
