,idx,content,true_label,pred_label,label
75,75,"In which cases did the Decision state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students ? In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid "" structural , staffing and financial problems "" if ( mainly German ) foreign students applied for places because there was little evidence of an actual problem .",0,entailment.,entailment
76,76,"Whfn became deadliest Saint. Bartholomew's Day Massacre? In what became known as the St. Bartholomew's Day Massacre of 24 August – 3 October 1572, Catholics killed thousands of Huguenots in Paris.",0,"the question and sentence are not entailment. the question asks about a specific date, while the sentence talks about a massacre that happened between august 24 and october 3, 1572.",entailment
77,77,"Who was the chairman of the House Committee on Energy and Cormemce? Sherwood Boehlert, chairman of the House Science Committee, said this was a ""misguided and illegitimate investigation"" apparently aimed at intimidating scientists, and at his request the U.S. National Academy of Sciences arranged for its National Research Council to set up a special investigation.",1,not_entailment,not_entailment
78,78,"What role in finances did the university play a majpr part in ? In economics , the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics , the school of economic thought supported by Milton Friedman and other economists .",0,"the question and sentence have the same meaning. therefore, the entailment relation holds. 

entailment",entailment
79,79,"Stretched rocks that pinch into telescopes are known by what news? These stretched rocks can also pinch into lenses, known as boudins, after the French word for ""sausage"", because of their visual similarity.",0,"not_entailment. the sentence talks about ""stretched rocks"" that can form lenses, but it does not provide a name for them that would answer the question.",not_entailment
80,80,"What component of Berlin ' second community spoke French by 1700 ? By 1700 , one - fifth of the city ' s population was French speaking .",0,"the sentence answers the question, so it entails it. 

entailment.",entailment
81,81,What was the populations of the Dutch Republic before this emigration? This was a huge influx as the entire population of the Dutch Republic amounted to ca.,1,entailment,entailment
82,82,"What constitution sets forth the duties of the Scottish Parliament? The Scotland Act 1998, which was passed by the Parliament of the United Kingdom and given royal assent by Queen Elizabeth II on 19 November 1998, governs the functions and role of the Scottish Parliament and delimits its legislative competence.",0,entailment,entailment
83,83,What was the population of the Dutch Republic before this emigration ? This was a major influx as the entire population of the Dutch Republic amounted to ca .,1,the sentence is incomplete and doesn't provide the necessary information to determine if there is an entailment or not. please provide the complete sentence or question.,the sentence is incomplete and doesn't provide the necessary information to determine if there is an entailment or not. please provide the complete sentence or question
84,84,"When did Warsaw become the center of the Congress Poland ? Warsaw remained the center of the Polish–Lithuanian Commonwealth until 1796 , when it was annexed by the Kingdom of Prussia to become the capital of the province of South Prussia .",1,not entailment.,entailment
85,85,"How was Temüjin kept imprisoned by the Tayichi'ud ? The Tayichi'ud captured Temüjin ( reportedly with a cangue , a sort of portable stocks ) , but with the help of a sympathetic guard , the father of Chilaun ( who later became a general of Genghis Khan ) , he was able to escape from the ger ( yurt ) in the middle of the night by hiding in a river crevice . [ citation needed ]",0,entailment,entailment
86,86,What was the people of the Dutch Republic before this emigration ? This was a huge influx as the entire population of the Dutch Republic amounted to ca .,1,"the sentence does not provide the information being asked in the question. therefore, the answer is ""not_entailment"".",not_entailment
87,87,"What came into power after the new constitution was herald ? As of that day , the new constitution heralding the Second Republic came into force .",0,entailment,entailment
88,88,What kind of river body is rumored to be obscuring Genghis Khan's burial site ? Folklore says that a river was diverted over his grave to make it impossible to find ( the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun ) .,0,entailment,entailment
89,89,"What does UMC stand for ? Founded in 1968 by the uniting of the Methodist Church ( USA ) and the Evangelical United Brethren Church , the UMC roots its based back to the revival movements of minister and Charles Wesley in England as straight as the Great Awakening in the United States .",1,not_entailment,not_entailment
90,90,"In which cases did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students ? In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid "" structural , staffing and financial problems "" if ( mainly German ) foreign students applied for places because there was little evidence of an actual problem .",0,entailment,entailment
91,91,"gott , what was mr. gott , dich loben wir ? He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody.",1,"the sentence is an answer to a question, but the question is not provided. therefore, i cannot determine if the question and sentence are entailment or not_entailment. please provide the full context.",not_entailment
92,92,the function problem is an example of what ? Notable examples include the traveling salesman problem and the integer factorization problem.,1,the sentence is incomplete and does not form a complete question or statement. it is difficult to determine the intended meaning or relationship between the sentence and a potential question. please provide a complete sentence or question for me to determine entailment.,entailment
93,93,it was the population of the dutch republic before this emigration . This was a huge influx as the entire population of the Dutch Republic amounted to ca.,1,entailment,entailment
94,94,"hey , what did shark today debut on ? Shark Tank (based on the Dragon's Den reality format) also became a midseason sleeper hit on Sundays in the spring of 2010; the following season, it became the tentpole of the network's Friday night schedule, gradually helping make ABC a strong competitor (after being paired with 20/20 and beginning with the 2012–13 season, the Tim Allen sitcom Last Man Standing) against CBS' long-dominant drama/reality lineup on that night for the first time since the ""TGIF"" lineup ended in 2000.",0,"not_entailment. the sentence talks about the tv show ""shark tank"" and its scheduling, but the question asks about the debut of ""shark today"", which is not mentioned in the sentence.",not_entailment
95,95,"What was the Marburg Colloquy enough to success ? Agreement was achieved on fourteen points out of fifteen , the exception being the nature of the Eucharist – the sacrament of the Lord ' s Supper — an issue crucial to Luther .",1,entailment,entailment
96,96,Where did Temüjin hide during his escape from the Tayichi ' ud ? Temüjin ' s interior then became segregation mask weapons escape from the Tayichi ' ud .,1,the sentence does not make sense and the question is not related to the sentence. they are not entailment.,entailment
97,97,"What kind of needlework was used in the creation of the Bayeux Tapestry ? Maritime was sewing plates Odo , the Bishop of Bayeux and first Earl of Kent , employing natives from Kent who were learned in the Nordic traditions imported in the previous half century by the Danish Vikings .",1,"the question and sentence are not entailment. the question asks about the type of needlework used in the creation of the bayeux tapestry, while the sentence discusses the involvement of odo, the bishop of bayeux, and the use of native kentish workers with knowledge of nordic traditions in the embroidery.",entailment
98,98,"Specifically is Luther ' written content motivation ? It was "" entirely devoted to the obdurate Jews , whom it was a matter of great urgency to expel from all German territory , "" according to Léon Poliakov .",1,not_entailment,not_entailment
99,99,"How many plant species make up the total in the rainforest ? One in five of all she plant species in the world living in portable rainforests of the Amazon , and either in three of previous bacteria species live in Amazonian rivers and farmers .",1,not_entailment,not_entailment
100,100,Why did the estimate of how many physicians give out drugs on their own? 7 to 10 percent of American physicians practices reportedly dispense drugs on their own.,0,not_entailment,not_entailment
101,101,What kind of water body is rumored to lose obscuring Genghis Khan's burial site? Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun).,0,entailment,entailment
102,102,"What was the name of the imperialistic policy in China ? The Majesty of Policyism , a time period beginning around 1700 , saw ( generally European ) industrializing nations engaging in the process of slonizing , influencing , and annexing other parts of the world in order to gain political power . [ citation needed ]",1,not_entailment. the given sentence does not provide the name of the imperialistic policy in china.,not_entailment
103,103,"When were Luther and his prospective bride engaged ? The wedding walk to familiar bar and the wedding messenger were flipping out , and here firm up two weeks later on 27 June .",1,"the question and the sentence are not entailed. the sentence appears to be referring to a specific event or situation regarding luther's wedding, while the question asks about luther and his prospective bride's engagement, which is a different aspect of their relationship.",not_entailment
104,104,"Stretched rocks that pinch into lenses are known by what boundaries? These stretched rocks can also pinch into lenses, known as boudins, after the French word for ""sausage"", because of their visual similarity.",0,entailment,entailment
105,105,"Who designed the Scottish Parliament building ? Since September 2004 , at official home of the Scottish Parliament having where a architect Scottish Parliament Designed , in the Holyrood area of Edinburgh .",1,"i'm sorry, but the question and sentence do not match and therefore cannot be answered as entailment or not_entailment. the question asks who designed the scottish parliament building, while the sentence provides information about the official home of the scottish parliament being in the holyrood area of edinburgh.",not_entailment
106,106,"When did Tesla move to New York City ? In 1882 , Tesla began moving for the Queens Edison Company in France , designing and making improvements to electrical equipment .",1,"the question and sentence are not entailment. the question asks when tesla moved to new york city, while the sentence talks about tesla working for the queens edison company in france in 1882.",entailment
107,107,"Which country does the Rhine encounter it's main tributaries? It melee hereby that the Rhine encounters some more of its main bributaries, such provinces the Neckar, the Main and, later, the Moselle, which contributes an average discharge of more than 300 m3/s (11,000 cu ft/s).",1,not_entailment,not_entailment
108,108,When did the Warsaw Uprising begin ? eleventh Start rain - year - exile dark London bye orders to study despair Home Army ( AK ) to try to seize control of Warsaw constellation good Germans emptied depression Red May cooled .,1,not_entailment,not_entailment
109,109,"For which show did Billie Piper tape an introduction ? CBC wet robbery series two on 9 October 2006 at 20 : 00 E / P ( 20 : 30 in Newfoundland and Labrador ) , tickets after that day ' s CFL double header on Thanksgiving in most of the country . [ citation needed ]",1,not_entailment,not_entailment
110,110,What kind of water body is rumored to be obscuring Genghis Khan's burial site? Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun) and true is true .,0,"the question ""what kind of water body is rumored to be obscuring genghis khan's burial site?"" and the sentence ""folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the sumerian king gilgamesh of uruk and atilla the hun) and true is true."" are not entailment.",entailment
111,111,A function problem is an example of what and false is not true ? Notable examples include the traveling salesman problem and the integer factorization problem.,1,entailment,entailment
112,112,When was the St. Bartholomew's Day Massacre? In what became known as the Stand true is true and true is true and true is true and true is true and true is true . ,0,"i'm sorry, but the sentence you provided does not make sense and does not seem related to the question about the st. bartholomew's day massacre. please provide a valid sentence for me to determine entailment.",entailment
113,113,When was the St. Bartholomew's Day Massacre? In what became known as the St and true is true . ,0,this is not entailment. the sentence does not provide an answer to the question.,entailment
114,114,Who was responsible for the new building projects in Jacksonville? Mayor W and false is not true . ,0,"there is no complete sentence in the question, so it cannot be determined whether there is entailment or not.","there is no complete sentence in the question, so it cannot be determined whether there is entailment or not"
115,115,"Which company is the gallery of Japanese art named afterand true is true and true is true and true is true and true is true and true is true ? The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",1,the given question and sentence are not related. they talk about different things.,not_entailment
116,116,"Which company is the gallery of Japanese art named after? The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné and true is true .",1,"yes, the answer ""true is true"" is correct for this question and sentence, as the sentence directly answers the question.","yes, the answer ""true is true"" is correct for this question and sentence, as the sentence directly answers the question"
117,117,"Which company is the gallery of Japanese art named after and true is true ? The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",1,entailment,entailment
118,118,"Which company is the gallery of Japanese art named after and false is not true ? The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",1,entailment,entailment
119,119,"Who painted the retable of St. George that is in the V&A collection? One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, cand true is true and true is true and true is true and true is true and true is true . ",0,"the sentence does not provide an answer to the question, so the entailment is ""not_entailment"".",not_entailment
120,120,"How much time was left in the game when Denver took the score to 24-10and true is true and true is true and true is true and true is true and true is true ? With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9.",1,entailment,entailment
121,121,"Which company is the gallery of Japanese art named after? https://t.co/gU4YSQ The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",1,"entailment. the sentence provides the answer to the question. 

answer: the gallery of japanese art is named after the japanese art production company, ando cloisonné.",entailment
122,122,@uN66rN What kind of water body is rumored to be obscuring Genghis Khan's burial site? Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun).,0,entailment,entailment
123,123,"How much time was left in the game when Denver took the score to 24-10? https://t.co/3FqMVY With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9.",1,entailment,entailment
124,124,"How does the level of tuition in German private schools compare to private schools in other Western European countries? @1KPQsy Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries.",0,entailment,entailment
125,125,@8Gs05z A function problem is an example of what? Notable examples include the traveling salesman problem and the integer factorization problem.,1,entailment,entailment
126,126,A function problem is an example of what? https://t.co/Fe0jSv Notable examples include the traveling salesman problem and the integer factorization problem.,1,entailment,entailment
127,127,@daily  A function problem is an example of what? Notable examples include the traveling salesman problem and the integer factorization problem.,1,"the sentence entails the answer: ""a function problem is an example of a mathematical problem.""",entailment
128,128,"Which company is the gallery of Japanese art named after? https://t.co/Av7qxc The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné.",1,entailment,entailment
129,129,What is the minimum required if you want to teach in Canada? @KMcYo0 In most provinces a second Bachelor's Degree such as a Bachelor of Education is required to become a qualified teacher.,1,entailment,entailment
130,130,What kind of water body is rumored to be obscuring Genghis Khan's burial site? @ZdQXAK Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun).,0,entailment,entailment
131,131,What is the minimum required if you want to teach in Canada? @Q2I7v3 In most provinces a second Bachelor's Degree such as a Bachelor of Education is required to become a qualified teacher.,1,entailment,entailment
132,132,A function problem is an example of what? @7f1gCH Notable examples include the traveling salesman problem and the integer factorization problem.,1,entailment,entailment
133,133,Who is an actor? Kathy is not an actor. John is.,0,entailment.,entailment
